選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
第1屆臺中市議員,羅永珍,2084300,1249600,300000,0,0,0,161450,2103685,662299,228427,312789,21391,755329,0,0,109000
第1屆臺中市議員,翁美春,739000,1060000,0,0,29700,0,346000,1403772,0,0,6417,0,175252,0,0,88050
第1屆臺中市議員,范淞育,242240,123200,0,0,100,0,1448126,320047,59672,230,141945,14830,210972,10000,0,0
第1屆臺中市議員,蔡成圭,760500,580000,0,0,3000,32,569360,468835,379395,18000,18200,0,21329,0,0,0
第1屆臺中市議員,蔡雅玲,1499600,20000,0,0,10000,44,1214602,709184,48852,129723,179933,28093,35385,0,0,111258
第1屆臺中市議員,蕭隆澤,1505600,775600,0,0,40000,0,539280,1018096,0,0,112800,0,1168156,0,0,52150
第1屆臺中市議員,蘇慶雲,717200,520000,300000,46000,0,41,415000,934764,0,0,108200,0,125300,0,0,0
第1屆臺中市議員,蘇柏興,298000,300000,300000,0,0,27,72960,678794,0,0,66600,0,90814,0,0,0
第1屆臺中市議員,蘇麗華,2321520,350000,0,0,0,87,155000,2041275,0,0,141020,116338,384162,0,0,81600
第1屆臺中市議員,許榮良,4462466,94600,0,0,14200,27,999484,2467296,897903,0,117480,6797,2097847,2000,0,591119
第1屆臺中市議員,許水彬,296640,413300,0,0,4800,0,74683,458139,267734,0,62000,20000,64900,0,0,0
第1屆臺中市議員,詹敏豐,857980,464000,0,0,4000,0,415350,1491565,112578,339511,243760,0,154956,0,0,30000
第1屆臺中市議員,詹益乾,21000,0,0,0,0,0,304985,445002,32800,57145,47450,20,136965,0,0,2100
第1屆臺中市議員,謝志忠,4066150,1210000,0,0,18600,229,1116800,3599389,50211,0,204710,6000,565019,0,0,7700
第1屆臺中市議員,謝蒼海,18000,0,0,0,200,0,0,22900,0,0,8400,32384,0,0,0,0
第1屆臺中市議員,謝黎芳,215600,18000,0,0,0,0,460188,1232905,341726,0,31900,0,155496,0,0,36080
第1屆臺中市議員,賴佳微,606070,58600,0,0,100,0,653042,864083,12150,0,80470,221947,483387,0,0,800
第1屆臺中市議員,賴朝國,276400,540300,0,0,0,0,274000,1209987,81000,53500,0,0,426583,0,0,0
第1屆臺中市議員,賴瑞珠,3927600,1327200,0,0,0,399,1906585,2994670,0,48000,46000,74575,554979,0,0,0
第1屆臺中市議員,賴義鍠,855400,647600,0,0,0,71,489085,1112803,0,0,0,0,62630,0,0,0
第1屆臺中市議員,賴順仁,3433746,514250,0,0,1200,110,1399540,3284085,233200,23467,124729,166204,1457843,0,0,0
第1屆臺中市議員,賴頤年,1313000,486000,0,0,34000,0,352050,2505776,0,5040,30660,73938,276052,0,0,15000
第1屆臺中市議員,趙朝琴,1425000,142500,0,0,0,0,43200,1261585,51000,206898,0,53290,190619,0,0,0
第1屆臺中市議員,車淑娟,805000,320000,0,0,16200,84,259100,1190943,0,0,40717,75244,55458,10000,0,0
第1屆臺中市議員,邱素貞,2451500,323000,0,0,12000,89,2460480,1705953,0,0,24000,0,662995,0,0,0
第1屆臺中市議員,鄭伯其,188200,60000,0,0,8200,0,0,337778,0,0,0,0,0,0,0,0
第1屆臺中市議員,鄭功進,1793300,922600,0,0,0,78,1571980,786899,0,0,253739,79272,243993,0,0,154129
第1屆臺中市議員,鄭照新,376000,20000,0,0,0,0,431000,536609,0,0,0,90415,177087,0,0,0
第1屆臺中市議員,陳三井,2389300,2126000,0,23000,13000,0,841550,3425119,88000,181425,117735,500,152085,0,0,0
第1屆臺中市議員,陳世凱,2400500,750000,0,0,1000,29,327560,1929266,255062,162286,523703,80894,118162,0,0,0
第1屆臺中市議員,陳天汶,2347599,2033520,0,10000,0,0,868500,2361851,136800,0,70300,49969,985506,0,0,0
第1屆臺中市議員,陳富德,695000,112000,0,0,0,0,810400,0,0,0,0,0,0,0,0,0
第1屆臺中市議員,陳年添,60000,240000,0,0,0,0,39700,659660,0,0,20000,0,259134,0,0,38000
第1屆臺中市議員,陳成添,2988800,1801000,0,10000,50000,1105,1639868,1139084,0,199100,812717,460515,736044,60000,0,0
第1屆臺中市議員,陳有江,4378800,2241000,0,80000,20800,612,1442008,3506134,287880,444000,268155,56212,818800,0,0,139230
第1屆臺中市議員,陳本添,1486000,100000,300000,0,19600,44,0,2069532,46725,0,85638,0,333315,0,0,0
第1屆臺中市議員,陳淑華,2363000,324640,0,0,0,140,976712,1576673,73425,175810,289040,82659,489716,10000,0,117831
第1屆臺中市議員,陳清龍,6115700,638000,0,5000,6600,0,296640,5628322,7172,213997,330450,47361,583776,0,0,54000
第1屆臺中市議員,陳萬通,150000,70000,0,0,0,0,0,230000,0,0,0,0,0,0,0,0
第1屆臺中市議員,陳詩哲,778000,311000,0,0,0,25,0,1331542,96092,19885,35763,0,95621,0,0,4200
第1屆臺中市議員,顏妏真,569000,90000,0,0,0,29,2610,1856632,0,58539,1710,0,116670,0,0,0
第1屆臺中市議員,顏志修,615400,750000,0,0,26776,0,146000,855124,20000,0,65000,133885,284185,0,1000,20300
第1屆臺中市議員,顏榮燦,194700,240000,0,0,0,0,0,255920,0,0,0,4799,204770,0,0,0
第1屆臺中市議員,高基讚,3450000,328000,171500,0,32200,0,987820,2688025,20860,0,60000,50237,523563,0,0,3000
第1屆臺中市議員,魏雲菱,2715100,412000,0,0,0,0,2291600,5092930,37410,405646,365299,0,700992,0,0,518242
第1屆臺中市議員,黃仁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆臺中市議員,黃代珩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆臺中市議員,黃國書,5709600,2125600,0,50000,5000,2890,1391000,1770839,224050,465928,520000,214507,473392,0,0,0
第1屆臺中市議員,黃淑芬,1165300,320000,0,0,0,0,0,892640,0,0,11000,0,786563,0,0,0
第1屆臺中市議員,黃秀珠,1544200,385000,0,0,20200,0,761390,749730,24075,4620,87500,82078,544075,60000,0,198900
第1屆臺中市議員,黃馨慧,2381970,2200000,0,0,0,0,813030,2379376,532239,374900,264405,37051,356606,75000,0,54935
第1屆臺南市議員,余榮和,120000,602000,0,0,0,20000,0,642000,0,0,100000,0,0,0,0,0
第1屆臺南市議員,侯澄財,946000,310000,0,0,0,0,398221,1047683,54350,41930,130170,172341,280883,0,0,2640
第1屆臺南市議員,凃韶芳,100000,0,0,0,6000,0,28000,208453,0,0,36100,2100,6561,0,0,7600
第1屆臺南市議員,劉桂妙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆臺南市議員,劉正昌,822800,117200,0,0,58800,200030,0,901593,91376,171059,56230,910,294346,0,3600,0
第1屆臺南市議員,吳健保,2818000,550000,0,0,0,0,462900,2094104,180000,0,105000,151758,502406,0,0,0
第1屆臺南市議員,吳德強,1041300,827750,0,6000,0,86,232000,1311770,227432,14193,349786,10700,234111,56000,0,87400
第1屆臺南市議員,吳政樺,618795,0,0,0,11200,16,21000,383524,0,0,0,32720,264416,0,0,22353
第1屆臺南市議員,吳杰,385768,135800,0,10000,69800,0,730310,613028,0,30000,0,37937,621319,0,0,0
第1屆臺南市議員,吳通龍,1625450,519500,0,113300,0,0,829900,1552425,340100,371039,188055,103985,644445,0,0,43800
第1屆臺南市議員,周明德,427680,70000,0,200000,13000,0,0,197066,302400,0,47800,44568,134386,0,0,0
第1屆臺南市議員,周獻珍,281800,265000,0,0,0,0,240000,314000,0,0,0,0,29050,0,0,0
第1屆臺南市議員,唐瑞明,1370800,869500,0,0,0,0,590700,1010468,440000,64000,55550,70868,248327,50000,0,0
第1屆臺南市議員,唐碧娥,894800,310000,0,0,28600,94,691552,627927,147500,0,0,74329,351308,0,0,0
第1屆臺南市議員,姜滄源,1765530,702400,0,0,3600,0,414850,2682817,900,4500,288169,18211,309071,0,0,78874
第1屆臺南市議員,孫曉萍,843000,647800,0,0,0,27,438350,294835,0,0,312500,0,455944,100000,0,0
第1屆臺南市議員,尤榮智,679200,66000,0,10000,149768,42,0,1098475,144320,18465,273345,3000,228914,0,0,0
第1屆臺南市議員,尤連發,40000,55000,0,0,0,0,0,90000,0,0,0,0,100000,0,0,20000
第1屆臺南市議員,康進水,361000,610000,0,6000,0,0,470700,1325530,258880,3600,674120,0,502560,100000,0,3600
第1屆臺南市議員,張世賢,39800,15000,0,0,0,0,0,123025,0,0,0,0,0,0,0,0
第1屆臺南市議員,張伯祿,387300,1271000,0,0,0,0,0,995216,0,8365,351846,100571,231304,0,0,22700
第1屆臺南市議員,方一峰,331600,1490000,0,0,0,0,117800,1225143,0,0,623725,124046,187850,0,0,52300
第1屆臺南市議員,施重男,411400,66000,0,50000,0,0,307300,197084,68914,11505,79290,17966,162306,0,0,73400
第1屆臺南市議員,曾培雅,3346480,871000,0,0,0,0,765231,1674038,0,80000,38000,78530,2106378,0,0,0
第1屆臺南市議員,曾王雅雲,0,0,0,0,0,0,155650,912865,600,1843,30815,21587,115095,0,0,16600
第1屆臺南市議員,曾秀娟,320000,100000,0,0,5000,0,0,106438,0,44260,133370,11290,148025,0,0,90
第1屆臺南市議員,曾順良,2213438,1792000,0,0,6000,0,2461950,1155755,6700,30800,568585,71806,498222,0,0,288131
第1屆臺南市議員,朱戎梅,66500,600,0,0,0,0,174296,189833,2500,30600,0,41036,338044,0,0,0
第1屆臺南市議員,李坤煌,3722220,1880000,0,0,7200,0,637420,4333910,471415,240091,1460319,14467,816699,320000,0,49940
第1屆臺南市議員,李奎典,70000,90000,0,0,8600,0,0,0,0,0,0,0,200000,0,0,0
第1屆臺南市議員,李宗富,684928,1250000,0,0,1000,106,1080000,705752,9635,56228,218133,13752,140346,50000,0,48600
第1屆臺南市議員,李崇智,646600,700000,0,0,12500,0,882395,581000,0,0,21680,128604,90730,360000,0,0
第1屆臺南市議員,李建平,479000,164000,0,1000,0,0,150000,388912,31840,32000,11850,105175,332894,0,0,51660
第1屆臺南市議員,李文俊,60000,180000,0,0,0,0,0,619150,52200,6300,47000,35973,10220,0,0,30800
第1屆臺南市議員,李文正,2513266,596000,0,0,28200,0,1219908,1017943,119991,437043,148410,29215,101468,0,0,119000
第1屆臺南市議員,李昌國,150000,230000,0,0,0,0,338655,93258,0,287536,11300,0,67948,0,0,86177
第1屆臺南市議員,李美素,0,0,200000,0,0,0,0,43814,0,61300,0,520,224047,0,0,0
第1屆臺南市議員,李退之,1205490,88350,0,0,10500,0,1337258,1029199,17286,151217,479816,220352,415869,0,0,261073
第1屆臺南市議員,李錦泉,1234366,486000,500000,6000,10000,0,1087265,453055,340800,100000,444700,18212,176950,0,0,0
第1屆臺南市議員,杜媽政,5000,0,0,0,2000,0,0,7000,0,0,0,0,0,0,0,0
第1屆臺南市議員,杜素吟,370000,930000,0,0,0,12,125000,1156223,36000,0,122250,5313,11425,100000,0,0
第1屆臺南市議員,林丁燦,10000,20000,0,0,0,0,24500,327980,25000,0,407750,0,33357,0,0,61000
第1屆臺南市議員,林俊憲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆臺南市議員,林全忠,1281300,255500,0,0,0,0,0,3251456,366818,316190,210200,83686,744776,0,0,0
第1屆臺南市議員,林宜瑾,3512000,1097000,0,6000,0,315,1429850,2041761,0,0,160969,194441,800855,0,0,22300
第1屆臺南市議員,林志聰,150000,0,0,0,0,0,0,291750,0,0,0,0,66840,0,0,89900
第1屆臺南市議員,林慶鎮,1406600,935200,0,0,0,36,101413,2352966,243200,95000,99000,2900,513442,0,20000,0
第1屆臺南市議員,林炳利,773950,895000,0,0,70100,0,418700,1093534,0,40000,314566,96337,325052,400000,0,492770
第1屆臺南市議員,林燕祝,471700,536600,0,0,0,0,458640,439229,31796,60000,0,18335,300,0,0,0
第1屆臺南市議員,林美燕,1450900,348139,0,0,189530,123,1251900,409918,99500,47000,148431,50945,236581,100000,0,0
第1屆臺南市議員,林阳乙,80000,0,0,0,0,1,5460,378800,0,21700,27338,70422,585883,0,0,96000
第1屆臺南市議員,梁順發,228000,390000,0,0,0,11,0,782037,112340,64293,590320,2922,712407,0,0,0
第1屆臺南市議員,楊中成,1844388,357200,0,30000,99200,125,897426,1351483,85271,120300,316720,90,631890,0,32000,41700
第1屆臺南市議員,楊明達,0,180000,0,0,0,12,0,180000,0,0,0,0,0,0,0,0
第1屆臺南市議員,楊登山,50000,155000,0,0,0,0,0,588200,0,0,123050,0,120448,0,0,0
第1屆臺南市議員,楊麗玉,513600,180000,0,0,0,0,210500,382913,280295,55838,121029,47311,56220,0,0,0
第1屆臺南市議員,江仲祥,278000,0,0,0,0,0,291000,402995,60600,70000,347075,46658,300561,0,0,0
第1屆臺南市議員,洪玉鳳,943100,160000,0,6000,0,0,740524,1755294,198500,30050,56500,94575,311650,0,0,0
第1屆臺南市議員,王定宇,4190099,2020000,0,110000,256100,590,655242,2626030,100,6500,2000,264037,3257847,0,0,0
第1屆臺南市議員,王家貞,221568,0,0,0,7666,2,315540,367273,237898,55234,5360,0,71759,0,0,0
第1屆臺南市議員,王峻潭,309200,102000,0,0,22000,0,30000,1344080,4000,100,139480,77535,188289,0,0,32940
第1屆臺南市議員,王敏星,611888,486000,0,0,10000,0,0,1240045,0,0,0,0,0,0,0,0
第1屆臺南市議員,王錦德,1574000,760000,0,0,0,0,889620,945552,66463,0,52900,75223,304776,0,0,0
第1屆臺南市議員,盧崑福,506000,332000,0,0,0,0,0,1420410,0,0,144285,20885,337166,0,0,180733
第1屆臺南市議員,翁朝正,659688,0,0,0,0,0,0,683769,0,0,29080,48819,385620,0,0,0
第1屆臺南市議員,翁若珊,50000,100000,0,0,63390,0,0,158500,0,168000,0,0,0,0,0,0
第1屆臺南市議員,莊玉珠,1499000,329000,0,0,56000,0,330050,1042214,24917,173546,113482,97487,103136,0,0,19200
第1屆臺南市議員,葉俊良,270000,20000,0,0,6000,0,96000,288000,28000,0,57000,0,18000,0,0,0
第1屆臺南市議員,葉枝成,1688300,0,0,0,40400,0,808800,387484,19548,20000,143500,107645,611333,0,0,146588
第1屆臺南市議員,蔡和靖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆臺南市議員,蔡旺詮,2238568,1744000,0,0,14200,0,203620,2827019,31400,32900,250751,63866,528914,130000,0,82524
第1屆臺南市議員,蔡淑惠,899400,393000,0,0,18000,9,375000,1352794,0,0,124120,77897,196362,0,0,0
第1屆臺南市議員,蔡玉枝,297200,62000,0,0,7330,0,361500,41635,0,11840,0,0,94059,0,0,0
第1屆臺南市議員,蔡百祿,774653,573000,0,94000,34000,0,237650,902230,59400,23258,22000,37903,201598,0,0,0
第1屆臺南市議員,蔡秋蘭,277000,383000,0,0,0,0,0,996665,0,0,82780,5203,407241,0,0,2200
第1屆臺南市議員,蔡育輝,1090000,1280000,0,90000,43000,0,0,3253590,40600,0,128070,68030,56970,30000,0,0
第1屆臺南市議員,蔡蘇秋金,250000,150000,0,0,0,0,0,339450,0,0,0,0,60550,0,0,0
第1屆臺南市議員,許木樹,32800,132000,0,0,0,11,18900,163883,46000,55000,109084,70087,321403,0,0,58450
第1屆臺南市議員,許玉美,115000,0,0,0,0,0,0,115000,0,0,0,0,0,0,0,0
第1屆臺南市議員,許至椿,1665368,380000,0,0,3800,17,547083,1212829,158300,214648,114100,0,556963,0,0,89500
第1屆臺南市議員,謝總茹,287180,30000,0,0,0,0,40000,72517,0,41500,75743,22193,108156,0,0,0
第1屆臺南市議員,謝財旺,240000,202400,0,0,0,0,0,275700,76400,0,252000,0,120620,0,0,0
第1屆臺南市議員,謝龍介,5477600,2710888,0,0,64000,0,3357000,2623609,19983,0,2252565,32488,604752,0,100000,95120
第1屆臺南市議員,賴惠員,1702000,1005000,0,20000,21500,0,300000,1763247,0,0,452453,116727,122576,330000,0,100000
第1屆臺南市議員,賴美惠,1826600,575000,0,0,2000,0,344400,1928733,0,0,45450,321583,816703,0,60000,155000
第1屆臺南市議員,趙昆原,634200,517000,0,50000,4100,0,283055,677391,542100,24341,169370,72335,76040,200000,0,21800
第1屆臺南市議員,邱奕龍,45000,240000,0,0,0,0,60000,344929,0,101300,60865,49541,54089,0,0,4000
第1屆臺南市議員,邱莉莉,6079160,1133000,16800,12000,6100,312,1000000,2588836,736463,0,1454391,161195,817075,403000,0,297100
第1屆臺南市議員,郭信良,2180998,2331000,0,0,26168,0,1734600,1366563,10000,9900,181909,149962,1105661,0,0,527630
第1屆臺南市議員,郭和元,1214500,305000,0,0,0,13,913600,817934,1160,0,107031,58204,145848,0,0,0
第1屆臺南市議員,郭國文,3142355,1308000,161500,0,1000,0,1195785,2057763,3600,23600,173990,61532,884096,40000,100000,181690
第1屆臺南市議員,郭清華,2208600,250000,0,0,10000,0,225975,1896315,95700,0,346343,87820,205595,0,0,175100
第1屆臺南市議員,郭瑞南,466400,251500,0,0,0,0,680450,595375,103820,128557,51473,69309,118406,0,0,0
第1屆臺南市議員,郭秀珠,919600,722000,0,0,6000,66,0,1372419,36000,49500,152280,11007,321475,0,0,0
第1屆臺南市議員,陳怡珍,2175750,1346888,0,10000,17990,225,11800,2323837,31200,9000,89544,89614,271301,270000,0,705507
第1屆臺南市議員,陳文清,787200,243600,0,3000,0,0,56000,615821,0,0,8700,138408,236179,10000,0,0
第1屆臺南市議員,陳文科,1394700,443000,0,11000,7000,0,193200,1837458,77100,0,50690,16062,211410,6000,0,50500
第1屆臺南市議員,陳文賢,2519846,278000,0,0,181940,168,744654,1398807,0,0,242114,232785,605150,210000,0,14765
第1屆臺南市議員,陳昌輝,641000,507000,100000,0,0,0,316410,198283,101498,100000,473413,44335,182031,0,30000,8250
第1屆臺南市議員,陳朝來,2386400,1560000,0,30000,5000,0,618900,1856561,0,0,346055,134154,1088057,0,0,43700
第1屆臺南市議員,陳正育,140000,0,200000,0,0,13,0,150252,0,0,0,0,200000,0,0,0
第1屆臺南市議員,陳特清,1960000,750000,0,0,0,42,203000,1161545,0,0,55500,38005,1126472,236000,0,0
第1屆臺南市議員,陳秋萍,638600,172000,0,0,0,0,0,1004775,0,0,50000,0,0,0,0,0
第1屆臺南市議員,陳進益,1209500,33200,0,8700,41000,7,0,955892,260800,0,85600,0,0,0,0,0
第1屆臺南市議員,陳進義,1070000,470000,0,0,8510,28,528000,1318624,0,3540,114500,1200,114149,0,0,0
第1屆臺南市議員,陳進雄,1461000,360000,0,0,0,0,405000,1022938,104390,180000,135559,0,85662,60000,0,0
第1屆臺南市議員,陳郁珺,73166,0,0,0,800,0,11050,7232,0,0,20300,22717,19320,0,0,0
第1屆臺南市議員,陳金鐘,3680680,485000,0,0,0,0,2245990,1236237,72000,275815,461266,103072,479436,0,0,37080
第1屆臺南市議員,陸美祈,1751000,252000,0,0,0,0,400525,881807,284800,0,0,46190,367725,0,0,0
第1屆臺南市議員,顏明仁,0,0,200000,0,0,0,0,46507,0,0,10993,13142,200000,0,0,0
第1屆臺南市議員,馬崇喜,360000,150000,0,0,0,0,206748,557061,0,68000,91010,40606,284101,0,0,0
第1屆臺南市議員,黃建欣,30000,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0
第1屆臺南市議員,黃明進,309900,50000,0,0,0,0,0,199070,16332,0,24307,50,170440,0,0,1000
第1屆臺南市議員,黃月娟,4000,0,0,0,0,0,0,0,0,0,0,0,5750,0,0,0
第1屆臺南市議員,黃永田,70600,0,0,0,5100,3,0,431145,2200,0,17100,1183,62951,0,0,37700
第1屆臺南市議員,黃郁文,719888,1093000,0,0,0,5,620000,1641131,0,480000,138886,0,492667,0,0,0
第1屆臺南市議員,黃金鏞,1322488,250000,0,94000,16000,0,503900,807109,50397,0,167040,500,436138,0,0,0
第1屆臺南市議員,黃麗招,892727,430000,0,0,22990,0,180000,746188,40000,80000,77500,42468,271489,0,0,0
第1屆高雄市議員,于淑恩,1520000,1272000,0,0,17000,0,894500,1068313,9700,28613,456380,113832,522561,0,0,166013
第1屆高雄市議員,伊斯坦大．貝雅夫．正福,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,俄鄧．殷艾,452000,10000,220000,0,5000,21,892500,311062,9600,290040,255137,89205,328067,0,0,0
第1屆高雄市議員,劉德林,1107000,590000,0,20000,0,19,0,1654646,162000,2637,0,49059,299638,0,0,56000
第1屆高雄市議員,劉欣宜,104600,10000,0,2000,0,0,826226,560058,232219,0,4500,0,173844,0,0,10800
第1屆高雄市議員,劉義雄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,吳利成,1310000,1150000,0,0,2000,0,884950,859453,123,156000,207880,15000,297109,300000,0,25000
第1屆高雄市議員,吳思恭,2000,100000,0,0,0,0,0,25300,0,20680,0,0,13234,100000,0,0
第1屆高雄市議員,吳文耀,140000,0,0,0,0,0,0,140000,0,0,0,0,0,0,0,0
第1屆高雄市議員,吳淑芬,2001820,325000,0,0,600,19518,395390,1911270,3000,47000,138400,25502,735586,0,0,72790
第1屆高雄市議員,吳益政,7362200,2365885,500000,79800,14000,409,1752955,5474232,513123,557178,849417,69769,1221071,0,60000,0
第1屆高雄市議員,吳銘賜,7072600,3820000,20000,0,0,0,1339768,5501373,627432,93218,2498670,141495,1145472,0,0,83000
第1屆高雄市議員,周玲妏,6958500,3398000,20000,86800,65000,912,2722100,4523015,143812,468022,0,66136,1083580,0,0,31900
第1屆高雄市議員,周鍾㴴,2694100,330000,0,16800,3000,83,1223360,1641340,305354,116340,154875,92861,460204,0,0,0
第1屆高雄市議員,孫祈政,315100,436000,0,0,0,0,575750,536470,0,0,6000,57084,530539,30000,0,0
第1屆高雄市議員,康裕成,3673300,2221000,20000,40000,0,58,1802942,3771118,0,0,373982,81083,251051,40000,0,0
第1屆高雄市議員,張勝富,0,700000,0,0,52200,0,0,827700,36000,0,58200,0,0,0,0,0
第1屆高雄市議員,張文瑞,650000,680000,0,0,0,0,473400,778258,4405,43895,62770,287493,334900,0,0,76850
第1屆高雄市議員,張正信,10000,0,200000,0,19000,0,0,157394,3450,23920,0,32425,13314,0,0,2905
第1屆高雄市議員,張漢忠,2133000,790000,0,0,26100,259,772600,1837218,133441,10400,87400,5800,820983,0,0,0
第1屆高雄市議員,張省吾,1283750,1895000,0,16800,15600,0,1258700,645159,621921,33085,144783,600,658731,295000,0,8700
第1屆高雄市議員,張美瑛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,張豐藤,5383600,1477000,20000,20000,21000,141,2656370,3733686,61619,240590,205898,312373,610083,390000,0,218027
第1屆高雄市議員,徐榮延,465000,326898,0,0,0,0,0,1580839,0,0,46898,94136,262043,0,0,98700
第1屆高雄市議員,方信淵,767530,390000,0,72000,0,3,1002570,1552988,0,108909,178552,152381,596499,150000,0,206720
第1屆高雄市議員,曾俊傑,3276000,857800,0,0,3200,0,1360860,1802340,0,0,145911,111196,836502,0,0,164250
第1屆高雄市議員,曾水文,170000,200000,0,0,0,0,0,328200,0,0,64000,0,43500,0,0,0
第1屆高雄市議員,曾麗燕,2087162,625000,0,16800,58130,224,96000,3228033,940008,0,3500,48135,434944,105000,0,0
第1屆高雄市議員,李喬如,1051500,666000,20000,50000,0,60,682170,852795,415730,16000,66800,0,0,180000,30000,0
第1屆高雄市議員,李眉蓁,5308000,2968150,0,0,38700,0,1543490,4689582,0,472267,899782,168260,640594,200000,20000,100380
第1屆高雄市議員,李蕙蕙,1569000,350000,0,20000,373600,0,0,1205726,742300,30000,0,0,393169,0,0,0
第1屆高雄市議員,李鋒斌,4180,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0
第1屆高雄市議員,李長生,356350,356000,0,0,0,10,742880,3004109,0,54000,6000,125923,381200,0,0,0
第1屆高雄市議員,李雅靜,142900,44300,0,0,0,0,836422,2275663,1050300,199930,58300,60586,268555,0,0,150630
第1屆高雄市議員,李雨庭,375000,260000,0,0,0,0,0,606925,0,0,0,74393,134078,0,0,0
第1屆高雄市議員,李順進,4370750,1195000,0,5000,52000,87,720000,2111250,0,6800,16840,60909,2948126,0,0,900
第1屆高雄市議員,李鴻鈞,850500,184000,0,0,23600,104,114200,569790,49930,13100,182200,31421,233030,0,0,0
第1屆高雄市議員,林國權,216000,110000,0,0,0,0,0,211245,32192,0,75800,0,25317,0,0,0
第1屆高雄市議員,林國正,1021826,1752000,0,0,18300,125,380824,2473378,701970,439756,97604,17730,379091,2000,0,15500
第1屆高雄市議員,林宏明,500416,0,0,0,0,0,25000,399889,36560,9120,22600,0,43781,0,0,0
第1屆高雄市議員,林宛蓉,3081400,1344600,20000,96800,0,68,2763950,3528577,0,18000,703523,154890,1088993,60000,0,0
第1屆高雄市議員,林富寶,1751350,0,0,0,0,0,113900,1445268,269611,58330,131155,90800,168141,0,0,70900
第1屆高雄市議員,林武忠,3746744,1851400,20000,260000,31200,1440,1206433,3470727,166380,310747,278089,4761,779642,0,0,0
第1屆高雄市議員,林瑩蓉,3455280,650000,20000,66800,0,190,1568200,3873014,3000,187024,7422,150878,741663,0,0,646170
第1屆高雄市議員,林義迪,477000,86280,0,0,0,7,82200,213880,0,30805,33100,8558,741588,0,0,0
第1屆高雄市議員,林芳如,375000,975000,0,0,0,0,580000,1275882,0,0,0,255501,1034635,0,0,0
第1屆高雄市議員,柯路加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,梅再興,687000,910300,0,16800,12000,27,745100,757821,0,35000,18700,45826,233522,0,0,78782
第1屆高雄市議員,楊定國,2057500,833600,73000,50000,12000,62,1408047,587974,25500,192000,550730,117022,508418,150000,5000,0
第1屆高雄市議員,楊統一,90000,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0
第1屆高雄市議員,楊見福,135750,600000,0,0,0,0,256000,786450,293554,64400,162625,0,251047,0,0,0
第1屆高雄市議員,洪平朗,697900,407600,20000,0,29500,0,0,2219469,0,84500,116273,15380,400846,0,0,0
第1屆高雄市議員,洪秀錦,299000,300000,0,0,0,0,150000,585700,57850,120000,0,3943,36173,0,0,0
第1屆高雄市議員,洪簡金祝,356000,350000,0,0,0,0,0,755500,0,0,0,0,0,0,0,0
第1屆高雄市議員,湯東穎,195000,0,0,0,0,0,132270,949137,0,0,0,14357,10802,0,0,0
第1屆高雄市議員,王榮仁,1251688,220000,0,70000,0,0,608460,2240311,75200,99658,36300,59869,207374,20000,110000,0
第1屆高雄市議員,王耀裕,1790400,116000,0,0,0,0,186000,1835951,285103,126556,450489,41290,559999,0,0,306850
第1屆高雄市議員,王進忠,326000,194000,0,100000,19666,0,477076,417520,0,0,7400,0,165728,0,0,60500
第1屆高雄市議員,王齡嬌,2084300,1702000,0,54800,27500,0,451127,3069639,212800,0,79500,50468,340416,30000,0,19400
第1屆高雄市議員,盧謝珊珊,435000,1150000,0,0,0,0,400000,328647,105000,0,83950,116013,828089,0,0,0
第1屆高雄市議員,程啟龍,280000,250000,0,0,0,0,0,546500,0,0,0,0,22500,0,0,0
第1屆高雄市議員,程培弘,216000,150000,200000,0,0,0,0,230000,50000,90000,0,0,200000,0,0,0
第1屆高雄市議員,童燕珍,1219300,480000,0,20000,6000,7,796666,1470683,239513,2616,326092,0,391857,100000,0,0
第1屆高雄市議員,簡海源,22000,310000,0,0,0,0,0,195820,118200,0,0,0,18480,0,0,0
第1屆高雄市議員,翁瑞珠,651000,150000,0,0,0,0,451730,548270,0,0,45500,0,9190,0,0,0
第1屆高雄市議員,莊啟旺,6723800,6110000,0,566800,187488,0,1207300,13563752,0,0,6400,0,296515,390000,0,0
第1屆高雄市議員,莊政博,162000,280000,0,0,22000,0,406907,633611,252918,413995,66880,2000,307582,0,0,0
